,MSSubClass,LotFrontage,LotArea,MasVnrArea,PoolArea,SalePrice,Alley,FireplaceQu,PoolQC,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,SaleType,SaleCondition
891,60,70.0,11184,92.0,0,172500,Grvl,TA,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Rec,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
892,20,70.0,8414,0.0,0,154500,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
893,20,96.6,13284,0.0,0,165000,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,BrkFace,TA,TA,PConc,Gd,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,GdPrv,Shed,WD,Normal
894,90,64.0,7018,0.0,0,118858,Grvl,Gd,Gd,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,Slab,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Alloca
895,60,71.0,7056,415.0,0,140000,Grvl,TA,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
896,30,50.0,8765,0.0,0,106500,Grvl,Gd,Gd,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Ex,N,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Abnorml
897,90,64.0,7018,0.0,0,142953,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,Slab,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Alloca
898,20,100.0,12919,760.0,0,611657,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,MnPrv,Shed,New,Partial
899,20,65.0,6993,0.0,0,135000,Grvl,TA,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
900,20,65.0,7340,0.0,0,110000,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
901,20,64.0,8712,0.0,0,153000,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
902,60,63.0,7875,0.0,0,180000,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,MnPrv,Shed,WD,Normal
903,20,50.0,14859,27.0,0,240000,Grvl,Gd,Gd,RL,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,New,Partial
904,20,59.6,6173,75.0,0,125500,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
905,20,80.0,9920,110.0,0,128000,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
906,20,116.0,13501,208.0,0,255000,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
907,50,86.0,11500,0.0,0,250000,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,BrkFace,BrkFace,Gd,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,Fa,TA,Y,MnPrv,Shed,WD,Normal
908,20,64.4,8885,0.0,0,131000,Grvl,Gd,Gd,RL,Pave,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Av,BLQ,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
909,60,149.0,12589,0.0,0,174000,Grvl,Gd,Gd,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,MnPrv,Shed,WD,Normal
910,90,80.0,11600,361.0,0,154300,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
911,20,69.6,9286,0.0,0,143500,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
912,30,51.0,6120,0.0,0,88000,Grvl,Gd,Gd,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,TA,N,SBrkr,TA,Min1,Detchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Abnorml
913,90,82.0,6270,0.0,0,145000,Grvl,Gd,Gd,RH,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,N,FuseA,TA,Typ,2Types,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
914,160,30.0,3000,76.0,0,173733,Pave,Gd,Gd,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,RFn,TA,TA,Y,MnPrv,Shed,New,Partial
915,160,21.0,2001,80.0,0,75000,Grvl,Gd,Gd,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
916,20,50.0,9000,0.0,0,35311,Grvl,Gd,Gd,C (all),Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,N,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Abnorml
917,20,72.0,17140,0.0,0,135000,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
918,60,103.0,13125,0.0,0,238000,Grvl,TA,Gd,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Ex,TA,Mn,BLQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,GdPrv,Shed,WD,Normal
919,20,87.0,11029,0.0,0,176500,Grvl,TA,Gd,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,CBlock,Gd,TA,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,TA,Min1,Attchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
920,60,70.0,8462,105.0,0,201000,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,Gd,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
921,90,67.0,8777,0.0,0,145900,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,N,GdPrv,Shed,WD,Normal
922,20,65.0,10237,0.0,0,169990,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,MnPrv,Shed,New,Partial
923,120,50.0,8012,0.0,0,193000,Grvl,Fa,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
924,20,79.0,10240,157.0,0,207500,Grvl,TA,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
925,20,88.2,15611,0.0,0,175000,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Av,ALQ,LwQ,GasA,TA,Y,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Abnorml
926,60,93.0,11999,340.0,0,285000,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Y,MnPrv,Shed,WD,Normal
927,60,75.8,9900,342.0,0,176000,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,GdPrv,Shed,WD,Normal
928,20,87.8,11838,0.0,0,236500,Grvl,TA,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
929,60,82.4,13006,285.0,0,222000,Grvl,TA,Gd,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,MnPrv,Shed,WD,Normal
930,20,73.0,8925,0.0,0,201000,Grvl,Gd,Gd,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,MnPrv,Shed,WD,Normal
931,20,70.0,9100,0.0,0,117500,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,GdWo,Shed,WD,Normal
932,20,84.0,11670,302.0,0,320000,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,ImStucc,Stone,Ex,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,MnPrv,Shed,WD,Normal
933,20,63.0,8487,210.0,0,190000,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
934,20,313.0,27650,0.0,0,242000,Grvl,Gd,Gd,RL,Pave,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
935,30,52.0,5825,108.0,0,79900,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,PConc,Fa,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
936,20,67.0,10083,103.68526170798899,0,184900,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
937,60,75.0,9675,0.0,0,253000,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
938,60,73.0,8760,0.0,0,239799,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,New,Partial
939,70,119.4,24090,0.0,0,244400,Grvl,TA,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,MnPrv,Shed,COD,Normal
940,90,55.0,12640,0.0,0,150900,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
941,60,73.2,8755,298.0,0,214000,Grvl,TA,Gd,RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Y,GdPrv,Shed,WD,Normal
942,90,42.0,7711,0.0,0,150000,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,N,MnPrv,Shed,Oth,Abnorml
943,90,100.0,25000,0.0,0,143000,Grvl,Gd,Gd,RL,Pave,Reg,Low,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Av,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,P,MnPrv,Shed,WD,Normal
944,20,83.0,14375,541.0,0,137500,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Rec,GasA,Gd,Y,FuseA,Gd,Typ,Basment,RFn,TA,TA,Y,MnPrv,Shed,COD,Abnorml
945,50,98.0,8820,0.0,0,124900,Grvl,Gd,Gd,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,MnWw,Shed,WD,Normal
946,80,70.0,8163,128.0,0,143000,Grvl,TA,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,TA,Av,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
947,20,85.0,14536,236.0,0,270000,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,MnPrv,Shed,WD,Normal
948,60,65.0,14006,144.0,0,192500,Grvl,TA,Gd,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
949,20,78.0,9360,0.0,0,197500,Grvl,TA,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
950,20,60.0,7200,0.0,0,129000,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,Gd,Typ,Detchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
951,20,60.0,7800,0.0,0,119900,Grvl,Gd,Gd,RH,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Abnorml
952,85,60.0,7200,0.0,0,133900,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,Gable,CompShg,WdShing,HdBoard,BrkFace,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Fin,TA,TA,Y,MnPrv,Shed,WD,Normal
953,60,72.2,11075,232.0,0,172000,Grvl,Po,Gd,RL,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,LwQ,GasA,Ex,Y,SBrkr,TA,Min2,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
954,90,35.0,9400,250.0,0,127500,Grvl,Gd,Gd,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,Flat,Tar&Grv,WdShing,Plywood,BrkFace,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,MnPrv,Shed,WD,AdjLand
955,90,82.0,7136,423.0,0,145000,Grvl,Gd,Gd,RH,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,N,FuseF,TA,Typ,Attchd,Unf,TA,TA,Y,MnPrv,Shed,WD,Normal
956,160,24.0,1300,0.0,0,124000,Grvl,TA,Gd,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,GdPrv,Shed,WD,Normal
957,20,70.0,7420,0.0,0,132000,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Fin,TA,TA,Y,MnPrv,Shed,WD,Normal
958,20,65.0,8450,0.0,0,185000,Grvl,Gd,Gd,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,MnPrv,Shed,WD,Normal
